tdate,BDI,BCI,BPI,BSI,BHI,BCTI,BDTI
2012/7/4,1103,1369,1051,1284,716,559,665
2012/7/5,1138,1455,1090,1293,715,559,659
2012/7/6,1157,1493,1129,1296,713,559,654
2012/7/9,1162,1501,1145,1299,709,557,649
2012/7/10,1160,1484,1160,1300,704,555,640
2012/7/11,1146,1428,1175,1299,701,554,632
2012/7/12,1121,1352,1187,1294,696,553,628
2012/7/13,1110,1320,1202,1287,692,556,629
2012/7/16,1102,1310,1209,1277,687,556,626
2012/7/17,1093,1301,1214,1261,680,558,624
2012/7/18,1074,1286,1206,1239,672,556,621
2012/7/19,1053,1276,1183,1212,666,559,622
2012/7/20,1037,1276,1156,1192,657,560,624
2012/7/23,1022,1275,1134,1173,647,564,627
2012/7/24,1003,1261,1109,1156,640,568,630
2012/7/25,982,1239,1088,1133,631,583,633
2012/7/26,958,1224,1058,1099,617,583,640
2012/7/27,933,1209,1031,1069,602,582,643
2012/7/30,915,1200,1010,1047,593,580,645
2012/7/31,897,1194,982,1032,580,579,642
2012/8/1,878,1181,954,1023,570,579,638
2012/8/2,861,1178,931,1010,558,577,634
2012/8/3,852,1200,910,995,552,576,626
2012/8/6,843,1214,890,982,544,578,623
2012/8/7,836,1237,868,966,539,579,619
2012/8/8,812,1204,840,946,538,580,615
2012/8/9,790,1192,823,906,535,582,613
2012/8/10,774,1169,814,886,531,581,612
2012/8/13,764,1158,804,877,523,581,608
2012/8/14,750,1147,803,865,512,583,604
2012/8/15,728,1120,801,856,506,586,604
2012/8/16,720,1105,801,847,502,588,606
2012/8/17,714,1095,806,841,496,587,608
2012/8/20,711,1087,819,838,490,583,610
2012/8/21,709,1082,833,833,485,579,614
2012/8/22,712,1091,843,833,481,578,617
2012/8/23,715,1103,840,845,477,578,617
2012/8/24,717,1124,828,853,474,579,618
2012/8/28,724,1182,812,857,472,580,620
2012/8/29,718,1177,788,858,466,582,622
2012/8/30,707,1169,758,855,463,581,626
2012/8/31,703,1172,735,857,459,581,627
2012/9/3,698,1180,714,852,458,580,628
2012/9/4,693,1186,686,849,456,579,626
2012/9/5,684,1188,647,845,455,578,628
2012/9/6,675,1186,617,837,457,581,631
2012/9/7,669,1186,599,832,458,582,634
2012/9/10,666,1188,582,827,461,582,637
2012/9/11,662,1187,566,821,466,583,635
2012/9/12,661,1186,545,825,471,589,634
2012/9/13,663,1198,527,828,475,593,633
2012/9/14,662,1204,502,834,477,592,634
2012/9/17,663,1219,483,839,479,593,635
2012/9/18,697,1326,474,843,480,598,637
2012/9/19,722,1421,468,845,480,610,642
2012/9/20,755,1531,468,850,482,624,643
2012/9/21,774,1584,467,847,484,639,642
2012/9/24,772,1578,461,847,486,644,640
2012/9/25,763,1568,441,847,483,645,638
2012/9/26,752,1549,426,844,479,648,640
2012/9/27,744,1548,418,836,476,643,646
2012/9/28,766,1621,425,830,472,642,649
2012/10/1,777,1660,439,825,467,639,652
2012/10/2,778,1676,463,818,454,633,656
2012/10/3,798,1738,496,810,448,629,660
2012/10/4,845,1873,544,802,445,628,664
2012/10/5,875,1932,598,795,444,626,664
2012/10/8,883,1921,647,791,444,619,662
2012/10/9,875,1829,712,789,442,619,662
2012/10/10,875,1775,784,787,442,615,663
2012/10/11,903,1833,843,783,444,617,665
2012/10/12,926,1914,871,776,444,619,667
2012/10/15,941,1960,885,768,444,621,668
2012/10/16,981,2103,904,754,443,624,668
2012/10/17,999,2162,904,746,443,642,670
2012/10/18,989,2135,895,740,444,651,672
2012/10/19,1010,2217,879,732,445,655,676
2012/10/22,1037,2332,861,721,445,658,680
2012/10/23,1109,2587,843,716,442,658,681
2012/10/24,1088,2530,825,712,440,661,683
2012/10/25,1051,2432,811,706,437,660,681
2012/10/26,1049,2451,804,699,434,658,678
2012/10/29,1048,2460,799,693,432,651,675
2012/10/30,1043,2458,792,689,430,650,672
2012/10/31,1026,2419,782,678,429,647,674
2012/11/1,1000,2355,770,671,426,679,672
2012/11/2,986,2304,766,669,422,715,667
2012/11/5,971,2261,757,662,419,720,659
2012/11/6,947,2186,747,654,416,714,655
2012/11/7,916,2098,737,647,412,707,662
2012/11/8,916,2119,726,644,409,708,667
2012/11/9,940,2203,722,649,407,702,680
2012/11/12,965,2283,720,652,405,696,687
2012/11/13,985,2327,732,653,405,690,700
2012/11/14,1011,2375,774,655,402,681,713
2012/11/15,1024,2350,846,664,403,681,715
2012/11/16,1036,2347,886,674,405,679,715
2012/11/19,1054,2369,902,687,407,681,723
2012/11/20,1066,2367,933,695,409,690,723
2012/11/21,1073,2335,963,706,416,695,725
2012/11/22,1084,2318,991,716,424,701,723
2012/11/23,1090,2288,1013,724,431,709,723
2012/11/26,1094,2277,1021,732,434,715,721
2012/11/27,1097,2275,1023,742,438,725,719
2012/11/28,1104,2275,1009,751,442,732,708
2012/11/29,1097,2241,994,760,446,738,705
2012/11/30,1086,2199,980,766,448,741,705
2012/12/3,1077,2166,973,772,448,738,703
2012/12/4,1054,2095,962,771,447,738,701
2012/12/5,1022,2000,949,768,446,736,702
2012/12/6,990,1897,940,765,446,729,706
2012/12/7,966,1832,936,760,447,719,707
2012/12/10,937,1762,928,751,447,723,711
2012/12/11,900,1652,914,751,447,725,724
2012/12/12,826,1446,894,748,444,734,730
2012/12/13,799,1407,871,746,443,743,741
2012/12/14,784,1440,839,745,443,750,746
2012/12/17,766,1403,815,742,444,761,754
2012/12/18,743,1315,793,738,444,766,774
2012/12/19,720,1233,765,738,444,774,779
2012/12/20,708,1226,734,735,445,769,778
2012/12/21,700,1228,710,732,446,763,774
2012/12/24,699,1235,699,#N/A,447,756,764
2013/1/2,698,1237,685,737,446,694,696
2013/1/3,700,1254,675,739,447,700,689
2013/1/4,706,1285,670,739,446,721,679
2013/1/7,712,1319,670,739,443,717,671
2013/1/8,734,1386,682,740,442,719,663
2013/1/9,743,1384,717,741,443,716,654
2013/1/10,751,1367,754,743,443,718,646
2013/1/11,760,1367,772,745,448,715,641
2013/1/14,762,1370,774,743,451,710,637
2013/1/15,765,1365,768,740,454,700,633
2013/1/16,781,1431,754,738,457,696,631
2013/1/17,820,1573,743,735,464,692,630
2013/1/18,837,1605,740,730,470,690,630
2013/1/21,838,1604,736,728,474,689,633
2013/1/22,825,1577,729,721,477,689,632
2013/1/23,817,1564,727,713,478,688,636
2013/1/24,808,1541,723,712,478,690,647
2013/1/25,798,1520,718,711,475,694,646
2013/1/28,792,1507,713,710,472,697,637
2013/1/29,779,1491,703,695,467,703,632
2013/1/30,767,1477,690,688,461,700,636
2013/1/31,760,1468,677,684,455,706,636
2013/2/1,750,1454,664,682,449,728,635
2013/2/4,745,1461,653,681,444,728,634
2013/2/5,739,1466,651,677,438,728,632
2013/2/6,740,1484,657,674,431,729,636
2013/2/7,749,1481,695,671,425,725,638
2013/2/8,748,1461,723,669,421,724,640
2013/2/11,746,1453,737,666,418,719,643
2013/2/12,747,1448,749,668,417,714,647
2013/2/13,751,1448,782,664,414,708,655
2013/2/14,748,1429,808,667,412,704,657
2013/2/15,753,1434,832,672,412,701,661
2013/2/18,747,1408,845,679,411,698,659
2013/2/19,738,1377,859,687,411,693,658
2013/2/20,735,1355,875,695,410,688,669
2013/2/21,737,1344,892,705,411,686,673
2013/2/22,740,1335,909,717,412,686,677
2013/2/25,743,1323,922,724,414,688,683
2013/2/26,741,1291,939,734,419,689,686
2013/2/27,745,1264,961,745,426,690,692
2013/2/28,757,1249,990,764,436,693,697
2013/3/1,776,1243,1036,781,447,694,700
2013/3/4,789,1239,1058,801,454,695,696
2013/3/5,806,1246,1080,818,466,696,690
2013/3/6,820,1251,1090,837,472,697,686
2013/3/7,834,1260,1112,852,478,700,681
2013/3/8,843,1262,1124,864,483,701,674
2013/3/11,847,1260,1128,876,485,702,666
2013/3/12,865,1314,1131,889,486,705,661
2013/3/13,875,1314,1138,903,490,707,661
2013/3/14,880,1302,1147,913,494,708,669
2013/3/15,892,1299,1162,925,506,708,663
2013/3/18,899,1295,1172,937,513,709,662
2013/3/19,912,1290,1184,950,522,707,659
2013/3/20,923,1294,1190,959,532,704,664
2013/3/21,930,1290,1202,968,539,703,671
2013/3/22,933,1284,1208,978,542,704,677
2013/3/25,935,1284,1210,981,543,700,675
2013/3/26,931,1275,1204,977,545,695,669
2013/3/27,922,1258,1191,965,547,694,663
2013/3/28,910,1249,1176,944,547,691,661
2013/4/2,896,1229,1155,933,543,683,658
2013/4/3,877,1209,1129,924,537,673,659
2013/4/4,866,1209,1106,915,529,666,677
2013/4/5,861,1215,1094,912,525,662,707
2013/4/8,858,1223,1084,907,523,659,712
2013/4/9,856,1236,1077,902,518,655,709
2013/4/10,859,1250,1080,900,518,649,702
2013/4/11,865,1257,1095,901,521,645,682
2013/4/12,875,1265,1112,902,526,640,674
2013/4/15,876,1257,1125,902,528,635,663
2013/4/16,880,1251,1143,900,531,627,638
2013/4/17,885,1245,1167,899,537,623,630
2013/4/18,885,1238,1180,898,538,623,632
2013/4/19,888,1234,1196,902,539,633,634
2013/4/22,889,1230,1202,902,540,634,638
2013/4/23,885,1220,1193,903,540,629,638
2013/4/24,879,1214,1165,905,543,620,626
2013/4/25,872,1220,1121,904,544,616,622
2013/4/26,871,1246,1082,900,545,613,623
2013/4/29,868,1260,1058,895,545,611,621
2013/4/30,863,1273,1028,888,544,609,619
2013/5/1,862,1279,1018,884,545,607,623
2013/5/2,873,1322,1010,880,546,605,623
2013/5/3,878,1344,1006,876,546,604,622
2013/5/7,889,1393,999,874,546,604,620
2013/5/8,892,1408,995,872,548,615,616
2013/5/9,889,1398,995,869,551,613,620
2013/5/10,884,1382,994,866,551,609,617
2013/5/13,879,1370,993,861,553,605,615
2013/5/14,872,1360,988,857,555,599,615
2013/5/15,861,1338,974,854,555,595,614
2013/5/16,850,1334,951,853,554,586,611
2013/5/17,841,1326,930,851,553,588,612
2013/5/20,836,1317,917,852,555,585,609
2013/5/21,830,1321,899,851,554,582,605
2013/5/22,829,1333,880,853,552,586,603
2013/5/23,828,1339,863,855,551,596,604
2013/5/24,826,1350,854,857,546,594,606
2013/5/28,822,1346,838,858,545,596,609
2013/5/29,818,1348,821,859,543,593,614
2013/5/30,811,1339,806,865,537,589,614
2013/5/31,809,1336,795,871,533,589,612
2013/6/3,806,1333,786,873,529,587,610
2013/6/4,805,1338,776,877,526,583,609
2013/6/5,801,1335,768,880,521,582,608
2013/6/6,806,1344,764,885,521,581,605
2013/6/7,812,1352,764,889,524,582,602
2013/6/10,815,1359,766,890,525,580,603
2013/6/11,825,1379,777,892,525,577,601
2013/6/12,847,1427,808,895,525,573,594
2013/6/13,873,1484,833,895,528,571,590
2013/6/14,900,1537,859,900,533,570,587
2013/6/17,925,1588,878,900,539,569,586
2013/6/18,962,1674,892,903,544,568,583
2013/6/19,995,1757,909,909,547,566,580
2013/6/20,1012,1792,920,916,548,564,580
2013/6/21,1027,1822,927,923,552,561,584
2013/6/24,1062,1912,937,930,552,557,583
2013/6/25,1090,1959,959,937,552,552,580
2013/6/26,1125,2061,976,944,554,555,577
2013/6/27,1151,2120,994,950,558,555,577
2013/6/28,1171,2165,1007,954,564,561,577
2013/7/1,1179,2176,1014,954,566,562,580
2013/7/2,1170,2134,1016,952,569,561,587
2013/7/3,1133,2020,1017,943,569,556,589
2013/7/4,1103,1936,1012,932,568,555,598
2013/7/5,1099,1929,1008,924,568,555,603
2013/7/8,1115,1977,1002,920,568,559,606
2013/7/9,1120,2012,1006,911,566,561,609
2013/7/10,1130,2037,1024,904,564,563,611
2013/7/11,1139,2047,1062,901,561,566,613
2013/7/12,1149,2058,1097,897,561,574,612
2013/7/15,1151,2052,1118,894,560,574,611
2013/7/16,1152,2044,1136,895,559,578,609
2013/7/17,1151,2034,1153,894,556,601,617
2013/7/18,1146,2006,1165,897,550,595,630
2013/7/19,1138,1987,1172,898,544,595,650
2013/7/22,1135,1978,1170,902,541,601,650
2013/7/23,1127,1956,1159,907,539,603,649
2013/7/24,1117,1936,1145,914,539,602,646
2013/7/25,1092,1890,1123,917,535,602,650
2013/7/26,1082,1873,1104,917,534,607,653
2013/7/29,1075,1864,1090,919,534,607,650
2013/7/30,1067,1856,1075,916,532,606,638
2013/7/31,1062,1881,1057,912,531,615,624
2013/8/1,1066,1935,1041,909,530,622,618
2013/8/2,1065,1950,1021,908,529,618,618
2013/8/5,1058,1939,1009,908,527,612,618
2013/8/6,1046,1907,992,907,526,605,618
2013/8/7,1024,1853,977,911,525,590,621
2013/8/8,1012,1829,962,913,522,580,629
2013/8/9,1001,1813,948,911,521,576,632
2013/8/12,996,1805,940,910,518,570,631
2013/8/13,1007,1846,933,909,516,565,631
2013/8/14,1060,2021,928,910,518,561,642
2013/8/15,1091,2099,926,913,517,558,645
2013/8/16,1102,2112,923,916,517,552,644
2013/8/19,1115,2140,917,917,519,552,647
2013/8/20,1145,2218,912,919,520,562,653
2013/8/21,1156,2268,905,920,522,578,663
2013/8/22,1158,2284,904,925,525,586,663
2013/8/23,1165,2312,903,927,528,591,658
2013/8/27,1169,2335,904,929,531,600,645
2013/8/28,1146,2284,901,934,531,605,642
2013/8/29,1136,2256,904,937,530,605,630
2013/8/30,1132,2243,907,939,531,604,622
2013/9/2,1139,2263,912,939,534,601,618
2013/9/3,1168,2344,921,939,534,596,608
2013/9/4,1215,2445,933,943,535,590,604
2013/9/5,1279,2660,961,952,534,585,598
2013/9/6,1352,2799,1020,959,537,580,593
2013/9/9,1478,3113,1105,965,540,577,587
2013/9/10,1541,3255,1186,958,542,573,583
2013/9/11,1628,3431,1241,954,543,571,583
2013/9/12,1621,3397,1278,946,545,566,585
2013/9/13,1636,3446,1306,940,544,561,583
2013/9/16,1651,3480,1321,936,547,558,582
2013/9/17,1740,3691,1349,934,548,549,582
2013/9/18,1822,3838,1385,942,549,542,580
2013/9/19,1860,3924,1415,951,554,539,580
2013/9/20,1904,4018,1453,964,558,535,589
2013/9/23,1947,4111,1509,971,561,529,585
2013/9/24,2021,4253,1602,986,567,530,586
2013/9/25,2127,4329,1745,1012,576,532,588
2013/9/26,2113,4193,1794,1046,585,535,587
2013/9/27,2046,3967,1800,1069,594,538,586
2013/9/30,2003,3853,1795,1079,597,546,584
2013/10/1,1994,3816,1786,1087,597,550,586
2013/10/2,2008,3810,1813,1093,599,550,587
2013/10/3,2047,3878,1862,1101,602,548,594
2013/10/4,2084,3943,1914,1113,609,544,601
2013/10/7,2115,4020,1947,1127,618,537,599
2013/10/8,2146,4085,1989,1145,622,531,601
2013/10/9,2125,3959,2016,1162,629,527,595
2013/10/10,2011,3621,2027,1175,630,523,591
2013/10/11,1985,3527,2024,1182,632,517,587
2013/10/14,1961,3455,2020,1185,634,512,586
2013/10/15,1963,3469,2021,1186,637,510,589
2013/10/16,1965,3478,2030,1199,634,508,607
2013/10/17,1960,3451,2059,1206,632,507,617
2013/10/18,1901,3264,2060,1213,634,503,621
2013/10/21,1878,3200,2054,1221,635,498,621
2013/10/22,1847,3110,2038,1228,636,494,617
2013/10/23,1786,2943,2010,1243,639,490,614
2013/10/24,1708,2775,1959,1252,644,490,596
2013/10/25,1671,2681,1904,1258,649,488,600
2013/10/28,1619,2526,1855,1260,653,484,599
2013/10/29,1551,2340,1790,1266,656,483,596
2013/10/30,1484,2164,1716,1268,660,485,591
2013/10/31,1504,2245,1667,1269,665,487,595
2013/11/1,1525,2316,1631,1273,669,489,604
2013/11/4,1552,2400,1612,1280,673,491,608
2013/11/5,1600,2553,1617,1285,678,496,615
2013/11/6,1602,2554,1614,1291,681,498,623
2013/11/7,1593,2533,1594,1305,685,498,631
2013/11/8,1581,2514,1565,1315,690,495,635
2013/11/11,1564,2506,1542,1320,692,492,635
2013/11/12,1543,2473,1510,1321,693,490,639
2013/11/13,1531,2455,1474,1325,696,487,643
2013/11/14,1517,2397,1438,1339,699,487,647
2013/11/15,1507,2377,1409,1354,703,490,642
2013/11/18,1500,2366,1382,1360,705,498,647
2013/11/19,1495,2366,1353,1363,708,501,650
2013/11/20,1527,2511,1346,1371,715,501,655
2013/11/21,1499,2447,1345,1378,721,500,652
2013/11/22,1483,2390,1362,1393,728,507,652
2013/11/25,1492,2391,1387,1404,732,523,652
2013/11/26,1512,2399,1427,1418,737,539,653
2013/11/27,1573,2496,1510,1441,745,544,666
2013/11/28,1719,2848,1613,1458,757,563,673
2013/11/29,1821,3089,1665,1475,764,579,674
2013/12/2,1865,3194,1695,1488,771,586,680
2013/12/3,1922,3316,1741,1507,776,591,694
2013/12/4,1994,3481,1795,1522,782,593,699
2013/12/5,2145,3843,1867,1531,786,598,709
2013/12/6,2176,3842,1923,1552,789,602,740
2013/12/9,2183,3831,1955,1557,792,608,759
2013/12/10,2237,4011,1997,1554,796,619,780
2013/12/11,2299,4210,2050,1560,803,628,795
2013/12/12,2337,4291,2085,1562,810,631,804
2013/12/13,2330,4246,2096,1553,814,632,823
2013/12/16,2292,4065,2082,1546,817,632,829
2013/12/17,2225,3818,2025,1541,821,636,853
2013/12/18,2156,3638,1946,1517,820,636,870
2013/12/19,2134,3596,1883,1499,818,632,897
2013/12/20,2208,3875,1858,1482,811,628,932
2013/12/23,2247,3996,1835,1468,805,616,997
2013/12/24,2277,4078,1825,1453,801,616,997
2014/1/2,2113,3733,1780,1330,773,612,1021
2014/1/3,2036,3531,1750,1276,763,610,1026
2014/1/6,1951,3287,1724,1239,750,607,1006
2014/1/7,1876,3017,1692,1204,744,613,1014
2014/1/8,1826,2818,1672,1191,741,618,1026
2014/1/9,1706,2500,1645,1188,735,613,1041
2014/1/10,1512,2101,1621,1190,730,610,1051
2014/1/13,1395,1857,1598,1191,726,608,1053
2014/1/14,1370,1832,1580,1189,725,609,1090
2014/1/15,1374,1862,1572,1182,724,611,1142
2014/1/16,1398,1929,1570,1175,722,613,1222
2014/1/17,1421,2026,1564,1165,719,612,1273
2014/1/20,1428,2082,1552,1154,719,612,1344
2014/1/21,1369,1973,1530,1141,715,608,1340
2014/1/22,1322,1880,1496,1130,715,609,1323
2014/1/23,1271,1775,1468,1121,715,605,1243
2014/1/24,1246,1723,1437,1112,712,605,1186
2014/1/27,1217,1673,1413,1098,708,606,1132
2014/1/28,1177,1577,1387,1079,705,605,1099
2014/1/29,1148,1531,1369,1056,700,605,1065
2014/1/30,1127,1527,1347,1018,691,605,1037
2014/1/31,1110,1524,1337,996,684,606,1005
2014/2/3,1093,1516,1326,975,682,606,958
2014/2/4,1084,1513,1313,961,681,604,926
2014/2/5,1086,1544,1307,948,677,602,890
2014/2/6,1092,1575,1307,937,676,604,866
2014/2/7,1091,1588,1304,929,674,606,853
2014/2/10,1096,1611,1305,929,669,604,852
2014/2/11,1091,1581,1322,928,667,602,846
2014/2/12,1085,1548,1324,938,665,593,829
2014/2/13,1097,1557,1313,965,668,596,818
2014/2/14,1106,1554,1311,998,671,599,811
2014/2/17,1130,1625,1308,1026,676,596,802
2014/2/18,1146,1667,1298,1049,677,596,783
2014/2/19,1160,1690,1282,1068,678,595,772
2014/2/20,1164,1680,1261,1087,676,595,770
2014/2/21,1175,1701,1244,1098,677,597,761
2014/2/24,1174,1707,1222,1096,679,606,753
2014/2/25,1197,1775,1187,1096,679,613,750
2014/2/26,1222,1912,1154,1097,674,628,741
2014/2/27,1250,2049,1123,1100,673,630,737
2014/2/28,1258,2084,1099,1103,669,629,726
2014/3/3,1276,2180,1080,1107,666,627,717
2014/3/4,1325,2326,1062,1115,662,625,711
2014/3/5,1391,2596,1053,1116,661,625,702
2014/3/6,1480,2830,1056,1122,663,623,695
2014/3/7,1543,2980,1075,1131,663,625,689
2014/3/10,1562,3023,1088,1137,663,629,692
2014/3/11,1580,3045,1104,1149,666,627,681
2014/3/12,1453,2600,1102,1159,668,629,678
2014/3/13,1468,2654,1106,1173,668,629,676
2014/3/14,1477,2677,1113,1183,671,626,679
2014/3/17,1481,2691,1116,1191,671,622,682
2014/3/18,1518,2818,1118,1198,668,614,695
2014/3/19,1570,2982,1120,1200,667,613,699
2014/3/20,1621,3129,1120,1205,671,612,711
2014/3/21,1599,3036,1112,1209,674,610,712
2014/3/24,1602,3055,1107,1207,676,610,712
2014/3/25,1578,2993,1088,1201,676,612,711
2014/3/26,1496,2761,1062,1180,672,613,711
2014/3/27,1412,2579,1018,1139,659,613,709
2014/3/28,1373,2557,978,1115,649,614,705
2014/3/31,1362,2573,942,1090,642,610,700
2014/4/1,1316,2505,897,1068,632,606,694
2014/4/2,1273,2418,867,1047,621,602,691
2014/4/3,1235,2343,836,1025,610,598,688
2014/4/4,1205,2306,822,1003,598,597,696
2014/4/7,1186,2293,812,982,588,593,696
2014/4/8,1098,2029,801,965,580,585,691
2014/4/9,1061,1946,794,949,571,572,693
2014/4/10,1029,1865,787,936,562,565,692
2014/4/11,1002,1789,782,927,556,559,693
2014/4/14,989,1765,778,921,549,553,690
2014/4/15,970,1724,777,916,543,548,693
2014/4/16,936,1613,792,909,536,537,686
2014/4/17,930,1591,812,908,533,529,677
2014/4/22,939,1616,828,909,528,524,673
2014/4/23,956,1674,840,911,524,520,666
2014/4/24,962,1692,852,909,520,523,658
2014/4/25,967,1696,864,912,517,520,657
2014/4/28,961,1668,868,916,517,520,655
2014/4/29,949,1613,872,922,515,520,651
2014/4/30,943,1600,871,919,513,522,648
2014/5/1,993,1716,871,915,514,526,644
2014/5/2,1017,1829,865,915,510,526,647
2014/5/6,1022,1691,866,917,510,530,648
2014/5/7,1022,1681,869,920,509,533,655
2014/5/8,1008,1613,879,918,508,534,665
2014/5/9,997,1541,898,909,506,531,664
2014/5/12,987,1483,910,905,504,528,661
2014/5/13,982,1453,933,904,502,530,658
2014/5/14,1002,1496,969,904,497,531,657
2014/5/15,1021,1546,1016,901,490,532,656
2014/5/16,1027,1530,1041,899,485,532,652
2014/5/19,1022,1494,1054,896,483,531,649
2014/5/20,1010,1431,1061,891,482,528,651
2014/5/21,988,1354,1056,884,480,537,669
2014/5/22,966,1302,1028,872,480,535,684
2014/5/23,964,1358,1001,866,480,532,691
2014/5/27,973,1457,971,855,481,531,682
2014/5/28,954,1405,940,846,481,529,674
2014/5/29,940,1379,904,839,484,527,667
2014/5/30,934,1395,872,830,485,525,657
2014/6/2,934,1429,846,829,485,524,651
2014/6/3,948,1545,816,829,485,526,641
2014/6/4,959,1604,786,821,484,527,635
2014/6/5,977,1689,758,811,482,530,630
2014/6/6,989,1793,727,802,481,529,635
2014/6/9,999,1846,713,797,478,528,636
2014/6/10,1004,1903,699,787,475,527,637
2014/6/11,973,1864,678,774,469,526,637
2014/6/12,939,1792,635,760,465,526,635
2014/6/13,906,1730,582,748,459,525,641
2014/6/16,880,1695,542,740,450,518,641
2014/6/17,858,1676,514,724,446,515,650
2014/6/18,867,1767,492,715,443,513,672
2014/6/19,902,1919,474,708,442,511,712
2014/6/20,904,1950,461,704,441,510,715
2014/6/23,886,1896,452,701,440,511,717
2014/6/24,867,1848,446,694,438,513,717
2014/6/25,846,1799,433,687,433,520,717
2014/6/26,824,1748,423,679,427,527,723
2014/6/27,831,1773,419,678,420,537,721
2014/6/30,850,1871,423,675,413,549,724
2014/7/1,894,2045,446,676,409,547,728
2014/7/2,890,1999,485,677,408,544,747
2014/7/3,890,1935,557,680,404,538,750
2014/7/4,893,1864,640,682,403,536,741
2014/7/7,888,1808,680,686,402,532,736
2014/7/8,881,1755,704,687,400,532,739
2014/7/9,863,1648,710,684,397,527,752
2014/7/10,836,1523,702,681,393,524,774
2014/7/11,814,1465,679,679,390,521,786
2014/7/14,798,1422,666,675,385,521,796
2014/7/15,782,1377,644,671,380,524,820
2014/7/16,755,1289,621,666,377,529,884
2014/7/17,738,1248,603,660,373,539,896
2014/7/18,732,1235,586,659,372,544,906
2014/7/21,724,1194,576,659,369,548,918
2014/7/22,723,1191,576,661,364,551,955
2014/7/23,727,1198,584,661,361,565,946
2014/7/24,732,1201,596,666,358,570,931
2014/7/25,739,1193,606,679,357,570,891
2014/7/28,743,1187,616,684,358,568,862
2014/7/29,747,1195,624,688,357,573,848
2014/7/30,754,1200,625,704,356,571,842
2014/7/31,755,1195,619,716,355,556,833
2014/8/1,751,1176,611,728,357,551,826
2014/8/4,753,1178,610,740,356,547,815
2014/8/5,755,1163,609,753,357,541,800
2014/8/6,759,1153,609,767,358,545,794
2014/8/7,765,1150,616,785,360,552,811
2014/8/8,777,1166,624,804,363,554,807
2014/8/11,792,1197,634,819,366,555,793
2014/8/12,836,1350,651,829,370,553,762
2014/8/13,871,1546,674,845,373,552,753
2014/8/14,942,1882,739,861,376,549,748
2014/8/15,1015,2151,803,877,382,549,747
2014/8/18,1042,2254,836,889,387,548,749
2014/8/19,1040,2256,837,902,394,547,759
2014/8/20,1061,2380,828,912,399,545,768
2014/8/21,1096,2578,818,925,406,547,761
2014/8/22,1088,2535,812,937,413,548,759
2014/8/26,1070,2430,808,944,420,549,742
2014/8/27,1063,2366,811,952,427,548,735
2014/8/28,1119,2551,842,963,437,547,722
2014/8/29,1147,2627,871,970,442,545,699
2014/9/1,1151,2606,888,977,450,545,693
2014/9/2,1149,2568,903,983,456,546,687
2014/9/3,1142,2489,919,988,462,563,682
2014/9/4,1147,2464,927,993,466,562,677
2014/9/5,1155,2483,931,997,469,559,674
2014/9/8,1166,2519,940,995,472,557,665
2014/9/9,1197,2596,940,1001,472,555,660
2014/9/10,1197,2602,916,1003,474,557,652
2014/9/11,1186,2570,895,1000,476,561,645
2014/9/12,1181,2546,875,1006,477,560,640
2014/9/15,1173,2523,860,1016,479,559,635
2014/9/16,1150,2442,843,1028,484,554,630
2014/9/17,1124,2342,829,1031,488,551,625
2014/9/18,1089,2192,819,1030,494,552,615
2014/9/19,1075,2112,814,1029,498,552,612
2014/9/22,1077,2118,809,1032,505,552,607
2014/9/23,1073,2077,800,1041,513,555,604
2014/9/24,1056,1967,798,1045,521,554,605
2014/9/25,1038,1837,799,1046,525,554,608
2014/9/26,1049,1852,807,1053,526,556,611
2014/9/29,1062,1922,812,1054,528,561,613
2014/9/30,1063,1915,826,1051,529,570,623
2014/10/1,1055,1853,854,1045,531,578,639
2014/10/2,1041,1788,878,1033,531,575,639
2014/10/3,1037,1758,887,1028,530,574,645
2014/10/6,1029,1735,889,1017,530,571,649
2014/10/7,1015,1698,884,1007,528,571,657
2014/10/8,991,1632,869,993,523,574,664
2014/10/9,974,1580,864,980,520,576,674
2014/10/10,963,1544,865,970,516,574,678
2014/10/13,954,1521,868,959,513,574,683
2014/10/14,948,1485,885,952,510,575,689
2014/10/15,935,1376,909,944,506,578,694
2014/10/16,930,1315,940,933,503,587,698
2014/10/17,944,1362,966,923,501,594,700
2014/10/20,973,1512,995,916,498,600,702
2014/10/21,1090,2003,1032,911,498,631,703
2014/10/22,1136,2186,1066,907,496,646,699
2014/10/23,1155,2258,1099,906,491,655,699
2014/10/24,1192,2422,1121,900,489,670,716
2014/10/27,1285,2852,1137,899,485,692,735
2014/10/28,1395,3436,1172,898,481,725,754
2014/10/29,1428,3560,1202,896,476,745,777
2014/10/30,1424,3534,1222,891,472,743,795
2014/10/31,1428,3552,1233,892,467,735,809
2014/11/3,1456,3640,1241,889,463,729,813
2014/11/4,1484,3781,1238,888,458,724,820
2014/11/5,1464,3702,1224,888,457,724,825
2014/11/6,1436,3612,1205,886,455,722,833
2014/11/7,1437,3661,1183,881,454,718,839
2014/11/10,1418,3613,1168,879,451,716,839
2014/11/11,1370,3419,1150,876,451,723,835
2014/11/12,1327,3229,1133,873,451,732,843
2014/11/13,1264,2972,1112,873,451,735,865
2014/11/14,1256,2931,1089,875,450,736,871
2014/11/17,1264,2971,1069,875,451,736,909
2014/11/18,1296,3106,1061,881,453,735,937
2014/11/19,1306,3127,1055,904,455,734,964
2014/11/20,1332,3130,1053,926,457,752,973
